date,state,district,enrolments,updates,update_type,age_group,gender,center_type
2022-09-01 00:00:00,Gujarat,Surat,14500,6200,Biometrics,18-30,Male,Urban
2022-09-01 00:00:00,Karnataka,Bangalore,22500,9200,Biometrics,46-60,Female,Urban
2022-09-01 00:00:00,Maharashtra,Mumbai,27500,10200,Biometrics,46-60,Male,Urban
2022-09-01 00:00:00,Maharashtra,Pune,20500,8100,Biometrics,18-30,Female,Urban
2022-09-01 00:00:00,Rajasthan,Jaipur,16500,6600,Mobile,31-45,Male,Urban
2022-10-01 00:00:00,Assam,Guwahati,8180,2800,Mobile,61+,Female,Rural
2022-10-01 00:00:00,Gujarat,Ahmedabad,17800,7000,Mobile,31-45,Male,Urban
2022-10-01 00:00:00,Gujarat,Surat,14800,6400,Address,18-30,Female,Urban
2022-10-01 00:00:00,Karnataka,Bangalore,22800,9400,Mobile,46-60,Male,Urban
2022-10-01 00:00:00,Maharashtra,Mumbai,27800,10400,Address,46-60,Female,Urban
2022-10-01 00:00:00,Maharashtra,Pune,20800,8300,Mobile,18-30,Male,Urban
2022-10-01 00:00:00,Rajasthan,Jaipur,16800,6800,Biometrics,31-45,Female,Urban
2022-11-01 00:00:00,Assam,Guwahati,8420,2900,Address,61+,Male,Rural
2022-11-01 00:00:00,Gujarat,Ahmedabad,18200,7200,Address,31-45,Female,Urban
2022-11-01 00:00:00,Gujarat,Surat,15200,6600,Mobile,18-30,Male,Urban
2022-11-01 00:00:00,Karnataka,Bangalore,23200,9600,Address,46-60,Female,Urban
2022-11-01 00:00:00,Maharashtra,Mumbai,28200,10600,Mobile,46-60,Male,Urban
2022-11-01 00:00:00,Maharashtra,Pune,21200,8500,Address,18-30,Female,Urban
2022-11-01 00:00:00,Rajasthan,Jaipur,17200,7000,Address,31-45,Male,Urban
2022-12-01 00:00:00,Assam,Guwahati,8650,3000,Biometrics,61+,Female,Urban
2022-12-01 00:00:00,Gujarat,Ahmedabad,18500,7400,Biometrics,31-45,Male,Urban
2022-12-01 00:00:00,Gujarat,Surat,15500,6800,Biometrics,18-30,Female,Urban
2022-12-01 00:00:00,Karnataka,Bangalore,23500,9800,Biometrics,46-60,Male,Urban
2022-12-01 00:00:00,Maharashtra,Mumbai,28500,10800,Biometrics,46-60,Female,Urban
2022-12-01 00:00:00,Maharashtra,Pune,21500,8700,Biometrics,18-30,Male,Urban
2022-12-01 00:00:00,Rajasthan,Jaipur,17500,7200,Mobile,31-45,Female,Urban
2023-01-01 00:00:00,Assam,Guwahati,8880,3100,Mobile,61+,Male,Rural
2023-01-01 00:00:00,Gujarat,Ahmedabad,18800,7600,Mobile,31-45,Female,Urban
2023-01-01 00:00:00,Gujarat,Surat,14000,5000,Address,18-30,Female,Urban
2023-01-01 00:00:00,Karnataka,Bangalore,23800,10000,Mobile,46-60,Female,Urban
2023-01-01 00:00:00,Kerala,Thiruvananthapuram,12000,4000,Mobile,46-60,Female,Urban
2023-01-01 00:00:00,Maharashtra,Mumbai,28800,11000,Address,46-60,Male,Urban
2023-01-01 00:00:00,Maharashtra,Pune,21800,8900,Mobile,18-30,Female,Urban
2023-01-01 00:00:00,Rajasthan,Jaipur,17800,7400,Biometrics,31-45,Male,Urban
2023-02-01 00:00:00,Assam,Guwahati,9120,3200,Address,61+,Female,Rural
2023-02-01 00:00:00,Gujarat,Ahmedabad,17500,6200,Address,31-45,Female,Urban
2023-02-01 00:00:00,Gujarat,Surat,16200,7200,Mobile,18-30,Female,Urban
2023-02-01 00:00:00,Karnataka,Bangalore,24200,10200,Address,46-60,Male,Urban
2023-02-01 00:00:00,Kerala,Thiruvananthapuram,12500,4200,Address,46-60,Male,Urban
2023-02-01 00:00:00,Maharashtra,Mumbai,29200,11200,Mobile,46-60,Female,Urban
2023-02-01 00:00:00,Maharashtra,Pune,22200,9100,Address,18-30,Male,Urban
2023-02-01 00:00:00,Rajasthan,Jaipur,18200,7600,Address,31-45,Female,Urban
2023-03-01 00:00:00,Assam,Guwahati,9350,3300,Biometrics,61+,Male,Rural
2023-03-01 00:00:00,Gujarat,Ahmedabad,18000,6400,Biometrics,31-45,Male,Urban
2023-03-01 00:00:00,Gujarat,Surat,16500,7400,Biometrics,18-30,Male,Urban
2023-03-01 00:00:00,Karnataka,Bangalore,24500,10400,Biometrics,46-60,Female,Urban
2023-03-01 00:00:00,Kerala,Thiruvananthapuram,13000,4400,Biometrics,46-60,Female,Urban
2023-03-01 00:00:00,Maharashtra,Mumbai,29500,11400,Biometrics,46-60,Male,Urban
2023-03-01 00:00:00,Maharashtra,Pune,22500,9300,Biometrics,18-30,Female,Urban
2023-03-01 00:00:00,Rajasthan,Jaipur,18500,7800,Mobile,31-45,Male,Urban
2023-04-01,Assam,Guwahati,6033,2061,Address,61+,Female,Rural
2023-04-01,Assam,Guwahati,6045,2569,Address,61+,Male,Rural
2023-04-01,Assam,Guwahati,7582,2216,Biometrics,61+,Male,Rural
2023-04-01,Assam,Guwahati,7947,2200,Biometrics,61+,Female,Rural
2023-04-01,Assam,Guwahati,7155,2021,Biometrics,61+,Female,Urban
2023-04-01,Assam,Guwahati,7509,2275,Mobile,61+,Male,Rural
2023-04-01,Assam,Guwahati,7316,2094,Mobile,61+,Female,Rural
2023-04-01,Gujarat,Ahmedabad,17159,5989,Address,31-45,Male,Urban
2023-04-01,Gujarat,Ahmedabad,18406,7149,Address,31-45,Female,Urban
2023-04-01,Gujarat,Ahmedabad,15320,6947,Biometrics,31-45,Female,Urban
2023-04-01,Gujarat,Ahmedabad,17437,5876,Biometrics,31-45,Male,Urban
2023-04-01,Gujarat,Ahmedabad,16932,6419,Mobile,31-45,Female,Urban
2023-04-01,Gujarat,Ahmedabad,17591,6596,Mobile,31-45,Male,Urban
2023-04-01,Gujarat,Surat,12252,6216,Address,18-30,Male,Urban
2023-04-01,Gujarat,Surat,12689,4771,Address,18-30,Female,Urban
2023-04-01,Gujarat,Surat,12943,4795,Biometrics,18-30,Male,Urban
2023-04-01,Gujarat,Surat,14479,5961,Biometrics,18-30,Female,Urban
2023-04-01,Gujarat,Surat,15045,5372,Mobile,18-30,Female,Urban
2023-04-01,Gujarat,Surat,16508,5287,Mobile,18-30,Male,Urban
2023-04-01,Karnataka,Bangalore,19919,8179,Address,31-45,Male,Urban
2023-04-01,Karnataka,Bangalore,18566,8993,Address,46-60,Female,Urban
2023-04-01,Karnataka,Bangalore,22386,6547,Address,46-60,Male,Urban
2023-04-01,Karnataka,Bangalore,18671,9279,Biometrics,31-45,Female,Urban
2023-04-01,Karnataka,Bangalore,21683,7905,Biometrics,46-60,Male,Urban
2023-04-01,Karnataka,Bangalore,21382,7957,Biometrics,46-60,Female,Urban
2023-04-01,Karnataka,Bangalore,18925,9453,Mobile,31-45,Female,Urban
2023-04-01,Karnataka,Bangalore,24286,9420,Mobile,46-60,Male,Urban
2023-04-01,Karnataka,Bangalore,23689,8651,Mobile,46-60,Female,Urban
2023-04-01,Kerala,Thiruvananthapuram,11177,4144,Address,46-60,Female,Urban
2023-04-01,Kerala,Thiruvananthapuram,11553,3800,Address,46-60,Male,Urban
2023-04-01,Kerala,Thiruvananthapuram,11247,3642,Biometrics,46-60,Male,Urban
2023-04-01,Kerala,Thiruvananthapuram,13390,4721,Biometrics,46-60,Female,Urban
2023-04-01,Kerala,Thiruvananthapuram,6245,3457,Mobile,46-60,Male,Urban
2023-04-01,Kerala,Thiruvananthapuram,14335,4367,Mobile,46-60,Female,Urban
2023-04-01,Maharashtra,Mumbai,24765,9343,Address,46-60,Male,Urban
2023-04-01,Maharashtra,Mumbai,31164,9255,Address,46-60,Female,Urban
2023-04-01,Maharashtra,Mumbai,30511,9056,Biometrics,46-60,Male,Urban
2023-04-01,Maharashtra,Mumbai,28276,9865,Biometrics,46-60,Female,Urban
2023-04-01,Maharashtra,Mumbai,22241,9285,Mobile,46-60,Female,Urban
2023-04-01,Maharashtra,Mumbai,29103,9361,Mobile,46-60,Male,Urban
2023-04-01,Maharashtra,Pune,19039,6002,Address,18-30,Male,Urban
2023-04-01,Maharashtra,Pune,18628,6348,Address,18-30,Female,Urban
2023-04-01,Maharashtra,Pune,16715,8128,Biometrics,18-30,Female,Urban
2023-04-01,Maharashtra,Pune,19824,5934,Biometrics,18-30,Male,Urban
2023-04-01,Maharashtra,Pune,21433,8359,Mobile,18-30,Female,Urban
2023-04-01,Maharashtra,Pune,21295,9164,Mobile,18-30,Male,Urban
2023-04-01,Rajasthan,Jaipur,14915,5707,Address,31-45,Female,Urban
2023-04-01,Rajasthan,Jaipur,17485,5437,Address,31-45,Male,Urban
2023-04-01,Rajasthan,Jaipur,17677,4880,Biometrics,31-45,Male,Urban
2023-04-01,Rajasthan,Jaipur,13588,5923,Biometrics,31-45,Female,Urban
2023-04-01,Rajasthan,Jaipur,15986,4550,Mobile,31-45,Male,Urban
2023-04-01,Rajasthan,Jaipur,14417,5411,Mobile,31-45,Female,Urban
2023-05-01,Assam,Guwahati,7114,2290,Address,61+,Female,Rural
2023-05-01,Assam,Guwahati,7347,1856,Address,61+,Male,Rural
2023-05-01,Assam,Guwahati,7316,1822,Biometrics,61+,Male,Rural
2023-05-01,Assam,Guwahati,8030,2379,Biometrics,61+,Female,Rural
2023-05-01,Assam,Guwahati,6227,2575,Biometrics,61+,Female,Urban
2023-05-01,Assam,Guwahati,9174,2971,Mobile,61+,Male,Rural
2023-05-01,Assam,Guwahati,5518,2165,Mobile,61+,Female,Rural
2023-05-01,Gujarat,Ahmedabad,13202,7432,Address,31-45,Male,Urban
2023-05-01,Gujarat,Ahmedabad,15993,6690,Address,31-45,Female,Urban
2023-05-01,Gujarat,Ahmedabad,16644,6300,Biometrics,31-45,Female,Urban
2023-05-01,Gujarat,Ahmedabad,17602,5602,Biometrics,31-45,Male,Urban
2023-05-01,Gujarat,Ahmedabad,16412,6176,Mobile,31-45,Female,Urban
2023-05-01,Gujarat,Ahmedabad,17279,7898,Mobile,31-45,Male,Urban
2023-05-01,Gujarat,Surat,14811,6395,Address,18-30,Male,Urban
2023-05-01,Gujarat,Surat,13970,5649,Address,18-30,Female,Urban
2023-05-01,Gujarat,Surat,12181,5410,Biometrics,18-30,Male,Urban
2023-05-01,Gujarat,Surat,14331,5141,Biometrics,18-30,Female,Urban
2023-05-01,Gujarat,Surat,12612,5645,Mobile,18-30,Female,Urban
2023-05-01,Gujarat,Surat,16989,5551,Mobile,18-30,Male,Urban
2023-05-01,Karnataka,Bangalore,19975,9006,Address,31-45,Male,Urban
2023-05-01,Karnataka,Bangalore,22299,8092,Address,46-60,Female,Urban
2023-05-01,Karnataka,Bangalore,19743,7580,Address,46-60,Male,Urban
2023-05-01,Karnataka,Bangalore,21444,8058,Biometrics,31-45,Female,Urban
2023-05-01,Karnataka,Bangalore,18449,9466,Biometrics,46-60,Male,Urban
2023-05-01,Karnataka,Bangalore,22244,8272,Biometrics,46-60,Female,Urban
2023-05-01,Karnataka,Bangalore,22016,8254,Mobile,31-45,Female,Urban
2023-05-01,Karnataka,Bangalore,22923,7783,Mobile,46-60,Male,Urban
2023-05-01,Karnataka,Bangalore,23414,8661,Mobile,46-60,Female,Urban
2023-05-01,Kerala,Thiruvananthapuram,10521,3618,Address,46-60,Female,Urban
2023-05-01,Kerala,Thiruvananthapuram,12862,4620,Address,46-60,Male,Urban
2023-05-01,Kerala,Thiruvananthapuram,11806,4243,Biometrics,46-60,Male,Urban
2023-05-01,Kerala,Thiruvananthapuram,12114,4103,Biometrics,46-60,Female,Urban
2023-05-01,Kerala,Thiruvananthapuram,9733,3713,Mobile,46-60,Male,Urban
2023-05-01,Kerala,Thiruvananthapuram,10385,3856,Mobile,46-60,Female,Urban
2023-05-01,Maharashtra,Mumbai,25310,11290,Address,46-60,Male,Urban
2023-05-01,Maharashtra,Mumbai,29565,9945,Address,46-60,Female,Urban
2023-05-01,Maharashtra,Mumbai,28697,8541,Biometrics,46-60,Male,Urban
2023-05-01,Maharashtra,Mumbai,29473,8475,Biometrics,46-60,Female,Urban
2023-05-01,Maharashtra,Mumbai,23070,8948,Mobile,46-60,Female,Urban
2023-05-01,Maharashtra,Mumbai,26690,9412,Mobile,46-60,Male,Urban
2023-05-01,Maharashtra,Pune,19262,8007,Address,18-30,Male,Urban
2023-05-01,Maharashtra,Pune,21980,5783,Address,18-30,Female,Urban
2023-05-01,Maharashtra,Pune,18475,7004,Biometrics,18-30,Female,Urban
2023-05-01,Maharashtra,Pune,20003,6663,Biometrics,18-30,Male,Urban
2023-05-01,Maharashtra,Pune,20829,8558,Mobile,18-30,Female,Urban
2023-05-01,Maharashtra,Pune,19343,7283,Mobile,18-30,Male,Urban
2023-05-01,Rajasthan,Jaipur,17416,5539,Address,31-45,Female,Urban
2023-05-01,Rajasthan,Jaipur,13750,4777,Address,31-45,Male,Urban
2023-05-01,Rajasthan,Jaipur,16873,5791,Biometrics,31-45,Male,Urban
2023-05-01,Rajasthan,Jaipur,16210,6341,Biometrics,31-45,Female,Urban
2023-05-01,Rajasthan,Jaipur,16676,6072,Mobile,31-45,Male,Urban
2023-05-01,Rajasthan,Jaipur,16899,6116,Mobile,31-45,Female,Urban
2023-06-01,Assam,Guwahati,8171,2389,Address,61+,Female,Rural
2023-06-01,Assam,Guwahati,6909,2226,Address,61+,Male,Rural
2023-06-01,Assam,Guwahati,7643,2741,Biometrics,61+,Male,Rural
2023-06-01,Assam,Guwahati,7717,2680,Biometrics,61+,Female,Rural
2023-06-01,Assam,Guwahati,8798,2435,Biometrics,61+,Female,Urban
2023-06-01,Assam,Guwahati,7963,2691,Mobile,61+,Male,Rural
2023-06-01,Assam,Guwahati,7754,2266,Mobile,61+,Female,Rural
2023-06-01,Gujarat,Ahmedabad,19371,7132,Address,31-45,Male,Urban
2023-06-01,Gujarat,Ahmedabad,15774,6408,Address,31-45,Female,Urban
2023-06-01,Gujarat,Ahmedabad,17797,5978,Biometrics,31-45,Female,Urban
2023-06-01,Gujarat,Ahmedabad,14468,6746,Biometrics,31-45,Male,Urban
2023-06-01,Gujarat,Ahmedabad,17409,6191,Mobile,31-45,Female,Urban
2023-06-01,Gujarat,Ahmedabad,15114,6552,Mobile,31-45,Male,Urban
2023-06-01,Gujarat,Surat,16346,5722,Address,18-30,Male,Urban
2023-06-01,Gujarat,Surat,15533,5599,Address,18-30,Female,Urban
2023-06-01,Gujarat,Surat,14701,5528,Biometrics,18-30,Male,Urban
2023-06-01,Gujarat,Surat,12989,5864,Biometrics,18-30,Female,Urban
2023-06-01,Gujarat,Surat,15090,5318,Mobile,18-30,Female,Urban
2023-06-01,Gujarat,Surat,15759,6406,Mobile,18-30,Male,Urban
2023-06-01,Karnataka,Bangalore,23927,7864,Address,31-45,Male,Urban
2023-06-01,Karnataka,Bangalore,19454,7798,Address,46-60,Female,Urban
2023-06-01,Karnataka,Bangalore,24126,9203,Address,46-60,Male,Urban
2023-06-01,Karnataka,Bangalore,19057,7235,Biometrics,31-45,Female,Urban
2023-06-01,Karnataka,Bangalore,23021,8062,Biometrics,46-60,Male,Urban
2023-06-01,Karnataka,Bangalore,24523,7300,Biometrics,46-60,Female,Urban
2023-06-01,Karnataka,Bangalore,28468,9255,Mobile,31-45,Female,Urban
2023-06-01,Karnataka,Bangalore,21433,9391,Mobile,46-60,Male,Urban
2023-06-01,Karnataka,Bangalore,24523,9709,Mobile,46-60,Female,Urban
2023-06-01,Kerala,Thiruvananthapuram,13341,4182,Address,46-60,Female,Urban
2023-06-01,Kerala,Thiruvananthapuram,10982,5190,Address,46-60,Male,Urban
2023-06-01,Kerala,Thiruvananthapuram,9235,4335,Biometrics,46-60,Male,Urban
2023-06-01,Kerala,Thiruvananthapuram,15174,4829,Biometrics,46-60,Female,Urban
2023-06-01,Kerala,Thiruvananthapuram,11334,3004,Mobile,46-60,Male,Urban
2023-06-01,Kerala,Thiruvananthapuram,11776,4170,Mobile,46-60,Female,Urban
2023-06-01,Maharashtra,Mumbai,27818,8819,Address,46-60,Male,Urban
2023-06-01,Maharashtra,Mumbai,29655,9368,Address,46-60,Female,Urban
2023-06-01,Maharashtra,Mumbai,28566,9700,Biometrics,46-60,Male,Urban
2023-06-01,Maharashtra,Mumbai,30647,9375,Biometrics,46-60,Female,Urban
2023-06-01,Maharashtra,Mumbai,31144,9703,Mobile,46-60,Female,Urban
2023-06-01,Maharashtra,Mumbai,28865,8885,Mobile,46-60,Male,Urban
2023-06-01,Maharashtra,Pune,22014,7921,Address,18-30,Male,Urban
2023-06-01,Maharashtra,Pune,18969,6613,Address,18-30,Female,Urban
2023-06-01,Maharashtra,Pune,19267,7910,Biometrics,18-30,Female,Urban
2023-06-01,Maharashtra,Pune,19075,7406,Biometrics,18-30,Male,Urban
2023-06-01,Maharashtra,Pune,18625,8133,Mobile,18-30,Female,Urban
2023-06-01,Maharashtra,Pune,23735,7812,Mobile,18-30,Male,Urban
2023-06-01,Rajasthan,Jaipur,15108,5796,Address,31-45,Female,Urban
2023-06-01,Rajasthan,Jaipur,16779,5964,Address,31-45,Male,Urban
2023-06-01,Rajasthan,Jaipur,17862,5607,Biometrics,31-45,Male,Urban
2023-06-01,Rajasthan,Jaipur,16673,5889,Biometrics,31-45,Female,Urban
2023-06-01,Rajasthan,Jaipur,14898,6199,Mobile,31-45,Male,Urban
2023-06-01,Rajasthan,Jaipur,15244,7457,Mobile,31-45,Female,Urban
2023-07-01,Assam,Guwahati,6434,2342,Address,61+,Female,Rural
2023-07-01,Assam,Guwahati,7630,2500,Address,61+,Male,Rural
2023-07-01,Assam,Guwahati,8685,2261,Biometrics,61+,Male,Rural
2023-07-01,Assam,Guwahati,9761,2750,Biometrics,61+,Female,Rural
2023-07-01,Assam,Guwahati,7742,2825,Biometrics,61+,Female,Urban
2023-07-01,Assam,Guwahati,8263,2718,Mobile,61+,Male,Rural
2023-07-01,Assam,Guwahati,7204,2304,Mobile,61+,Female,Rural
2023-07-01,Gujarat,Ahmedabad,17614,7356,Address,31-45,Male,Urban
2023-07-01,Gujarat,Ahmedabad,15070,5479,Address,31-45,Female,Urban
2023-07-01,Gujarat,Ahmedabad,18058,6705,Biometrics,31-45,Female,Urban
2023-07-01,Gujarat,Ahmedabad,16022,5900,Biometrics,31-45,Male,Urban
2023-07-01,Gujarat,Ahmedabad,15694,5454,Mobile,31-45,Female,Urban
2023-07-01,Gujarat,Ahmedabad,15990,7770,Mobile,31-45,Male,Urban
2023-07-01,Gujarat,Surat,13386,5699,Address,18-30,Male,Urban
2023-07-01,Gujarat,Surat,13134,5607,Address,18-30,Female,Urban
2023-07-01,Gujarat,Surat,12739,6546,Biometrics,18-30,Male,Urban
2023-07-01,Gujarat,Surat,14558,5381,Biometrics,18-30,Female,Urban
2023-07-01,Gujarat,Surat,15763,5369,Mobile,18-30,Female,Urban
2023-07-01,Gujarat,Surat,13107,6740,Mobile,18-30,Male,Urban
2023-07-01,Karnataka,Bangalore,25524,9505,Address,31-45,Male,Urban
2023-07-01,Karnataka,Bangalore,23364,11785,Address,46-60,Female,Urban
2023-07-01,Karnataka,Bangalore,20108,8155,Address,46-60,Male,Urban
2023-07-01,Karnataka,Bangalore,22513,9794,Biometrics,31-45,Female,Urban
2023-07-01,Karnataka,Bangalore,20200,9624,Biometrics,46-60,Male,Urban
2023-07-01,Karnataka,Bangalore,21665,9012,Biometrics,46-60,Female,Urban
2023-07-01,Karnataka,Bangalore,23830,10814,Mobile,31-45,Female,Urban
2023-07-01,Karnataka,Bangalore,22739,8944,Mobile,46-60,Male,Urban
2023-07-01,Karnataka,Bangalore,26677,9873,Mobile,46-60,Female,Urban
2023-07-01,Kerala,Thiruvananthapuram,10898,3377,Address,46-60,Female,Urban
2023-07-01,Kerala,Thiruvananthapuram,14066,4249,Address,46-60,Male,Urban
2023-07-01,Kerala,Thiruvananthapuram,10583,3986,Biometrics,46-60,Male,Urban
2023-07-01,Kerala,Thiruvananthapuram,12185,4545,Biometrics,46-60,Female,Urban
2023-07-01,Kerala,Thiruvananthapuram,9502,3317,Mobile,46-60,Male,Urban
2023-07-01,Kerala,Thiruvananthapuram,14378,4218,Mobile,46-60,Female,Urban
2023-07-01,Maharashtra,Mumbai,27117,9941,Address,46-60,Male,Urban
2023-07-01,Maharashtra,Mumbai,28154,9617,Address,46-60,Female,Urban
2023-07-01,Maharashtra,Mumbai,30536,11579,Biometrics,46-60,Male,Urban
2023-07-01,Maharashtra,Mumbai,27143,8449,Biometrics,46-60,Female,Urban
2023-07-01,Maharashtra,Mumbai,27978,10157,Mobile,46-60,Female,Urban
2023-07-01,Maharashtra,Mumbai,25338,9940,Mobile,46-60,Male,Urban
2023-07-01,Maharashtra,Pune,22865,7467,Address,18-30,Male,Urban
2023-07-01,Maharashtra,Pune,21314,8429,Address,18-30,Female,Urban
2023-07-01,Maharashtra,Pune,22886,6932,Biometrics,18-30,Female,Urban
2023-07-01,Maharashtra,Pune,20357,8318,Biometrics,18-30,Male,Urban
2023-07-01,Maharashtra,Pune,21411,7778,Mobile,18-30,Female,Urban
2023-07-01,Maharashtra,Pune,19922,8868,Mobile,18-30,Male,Urban
2023-07-01,Rajasthan,Jaipur,18363,6112,Address,31-45,Female,Urban
2023-07-01,Rajasthan,Jaipur,17533,5726,Address,31-45,Male,Urban
2023-07-01,Rajasthan,Jaipur,14447,6641,Biometrics,31-45,Male,Urban
2023-07-01,Rajasthan,Jaipur,15809,6747,Biometrics,31-45,Female,Urban
2023-07-01,Rajasthan,Jaipur,17315,7560,Mobile,31-45,Male,Urban
2023-07-01,Rajasthan,Jaipur,14852,5600,Mobile,31-45,Female,Urban
2023-08-01,Assam,Guwahati,8246,2188,Address,61+,Female,Rural
2023-08-01,Assam,Guwahati,8740,2574,Address,61+,Male,Rural
2023-08-01,Assam,Guwahati,7363,2300,Biometrics,61+,Male,Rural
2023-08-01,Assam,Guwahati,7071,2875,Biometrics,61+,Female,Rural
2023-08-01,Assam,Guwahati,8482,2521,Biometrics,61+,Female,Urban
2023-08-01,Assam,Guwahati,9184,2348,Mobile,61+,Male,Rural
2023-08-01,Assam,Guwahati,8909,2692,Mobile,61+,Female,Rural
